Apartment Name,Apartment Type,Available Room,Price,,,Lower Bound,Upper Bound,Price Mean in $,Area,Area in sqft Cleaned,#Beds,#Beds Cleaned,#Baths,#Baths Cleaned,Availability,Ratings,Ratings in starts
Amhurst,Hadley,NA,From $736,From 736, 736, 736, 736,736,864+ sqft,864,2 Beds,2,2 Bath,2 ,1 Available,60%,3
Amhurst,Bristol,NA,$441–$446,441–446,441–446,441,446,443.5,288+ sqft,288,Studio,Studio,1 Bath,1 ,Contact,60%,3
Amhurst,Hampton,NA,$531–$586,531–586,531–586,531,586,558.5,576+ sqft,576,1 Bed,1,1 Bath,1 ,Contact,60%,3
Amhurst,Sterling,NA,$691–$716,691–716,691–716,691,716,703.5,864+ sqft,864,2 Beds,2,1 Bath,1 ,Contact,60%,3
Ketwood Apartments,Ranch-style apartments,NA,From $539,From 539, 539, 539, 539,539,576+ sqft,576,1 Bed,1,1 Bath,1 ,Contact,70%,3.5
Ketwood Apartments,Ranch-style apartments,NA,From $639,From 639, 639, 639, 639,639,864+ sqft,864,2 Beds,2,1 Bath,1 ,Contact,70%,3.5
Ketwood Apartments,Ranch-style apartments,NA,From $799,From 799, 799, 799, 799,799,1144+ sqft,1144,3 Beds,3,1 Bath,1 ,Contact,70%,3.5
Firwood Apartments,1 Bedrooms,NA,$480–$580,480–580,480–580,480,580,530,370+ sqft,370,1 Bed,1,1 Bath,1 ,Contact,NA,NA
Firwood Apartments,2 Bedrooms,NA,$645–$770,645–770,645–770,645,770,707.5,720+ sqft,720,2 Beds,2,1 Bath,1 ,Contact,NA,NA
Firwood Apartments,3 Bedroom,NA,$835–$895,835–895,835–895,835,895,865,1068+ sqft,1068,3 Beds,3,1.5 Bath,1.5 ,Contact,NA,NA
Stonebridge,1 bed 1 bath Andover,801,$659 ,659,659,659,659,659,752 sqft,752,1 Bed,1,1 Bath,1 ,Today,20%,1
Stonebridge,1 bed 1 bath Andover,818,$789 ,789,789,789,789,789,752 sqft,752,1 Bed,1,1 Bath,1 ,Today,20%,1
Stonebridge,1 bed 1 bath Andover,1003,$659 ,659,659,659,659,659,752 sqft,752,1 Bed,1,1 Bath,1 ,Apr 19,20%,1
Stonebridge,2 bed 1 bath Bristol,1109,$719 ,719,719,719,719,719,997 sqft,997,2 Beds,2,1 Bath,1 ,Today,20%,1
Stonebridge,2 bed 1 bath Bristol,1120,$759 ,759,759,759,759,759,997 sqft,997,2 Beds,2,1 Bath,1 ,Apr 30,20%,1
Stonebridge,2 bed 1 bath Bristol,1112,$749 ,749,749,749,749,749,997 sqft,997,2 Beds,2,1 Bath,1 ,May 08,20%,1
Stonebridge,3 bed 2 bath Essex,213,"$1,149 ",1149,1149,1149,1149,1149,1330 sqft,1330,3 Beds,3,2 Bath,2 ,Today,20%,1
Stonebridge,3 bed 2 bath Essex,513,"$1,149 ",1149,1149,1149,1149,1149,1330 sqft,1330,3 Beds,3,2 Bath,2 ,Jun 05,20%,1
Stonebridge,3 bed 2 bath Essex,215,"$1,149 ",1149,1149,1149,1149,1149,1330 sqft,1330,3 Beds,3,2 Bath,2 ,Jun 07,20%,1
Stonebridge,2 bed 2 bath,312,$739 ,739,739,739,739,739,1003 sqft,1003,2 Beds,2,2 Bath,2 ,Apr 12,20%,1
Stonebridge,2 bed 2 bath,1319,$739 ,739,739,739,739,739,1003 sqft,1003,2 Beds,2,2 Bath,2 ,Apr 17,20%,1
Stonebridge,2 bed 2 bath,1412,$739 ,739,739,739,739,739,1003 sqft,1003,2 Beds,2,2 Bath,2 ,May 29,20%,1
Stonebridge,2 bed 1.5 bath,119,$769 ,769,769,769,769,769,1003 sqft,1003,2 Beds,2,1.5 Bath,1.5 ,May 27,20%,1
Stonebridge,2 bed 1.5 bath,317,$759 ,759,759,759,759,759,1003 sqft,1003,2 Beds,2,1.5 Bath,1.5 ,May 30,20%,1
Stonebridge,2 bed 1.5 bath,1420,$799 ,799,799,799,799,799,1003 sqft,1003,2 Beds,2,1.5 Bath,1.5 ,May 31,20%,1
Stonebridge,4 bed 2 bath Fairfax,NA,"$1,259 ",1259,1259,1259,1259,1259,1508+ sqft,1508,4 Beds,4,2 Bath,2 ,Contact,20%,1
Daytona Village,The Ormond,NA,$599–$639,599–639,599–639,599,639,619,760+ sqft,760,1 Bed,1,1 Bath,1 ,3 Available,70%,3.5
Daytona Village,The Smyrna,NA,$579–$659,579–659,579–659,579,659,619,800+ sqft,800,1 Bed,1,1 Bath,1 ,2 Available,70%,3.5
Daytona Village,The Shiloh,NA,$649–$669,649–669,649–669,649,669,659,815+ sqft,815,2 Beds,2,1 Bath,1 ,3 Available,70%,3.5
Daytona Village,The Flagler,NA,$659–$859,659–859,659–859,659,859,759,875+ sqft,875,2 Beds,2,1 Bath,1 ,1 Available,70%,3.5
Daytona Village,The Beverly,NA,$719–$749,719–749,719–749,719,749,734,1025+ sqft,1025,2 Beds,2,1 Bath,1 ,Contact,70%,3.5
Audubon Crossing,1 Bedroom,NA,$616 ,616,616,616,616,616,710+ sqft,710,1 Bed,1,1 Bath,1 ,3 Available,NA,NA
Audubon Crossing,2 Bedroom,NA,$630–$740,630–740,630–740,630,740,685,925+ sqft,925,2 Beds,2,1 Bath,1 ,13 Available,NA,NA
Catalpa Crossing,One Bedroom,NA,From $595,From 595, 595, 595, 595,595,650+ sqft,650,1 Bed,1,1 Bath,1 ,2 Available,100,5
Catalpa Crossing,Two Bedroom Townhome,NA,From $675,From 675, 675, 675, 675,675,905+ sqft,905,2 Beds,2,1.5 Bath,1.5 ,2 Available,100,5
Catalpa Crossing,Three Bedroom,NA,From $725,From 725, 725, 725, 725,725,1088+ sqft,1088,3 Beds,3,2 Bath,2 ,2 Available,100,5
Heritage Knoll,Two bed one bath,5544G,$629 ,629,629,629,629,629,864 sqft,864,2 Beds,2,1 Bath,1 ,Jun 11,NA,NA
Heritage Knoll,One Bed one bath,2185K,$559 ,559,559,559,559,559,612 sqft,612,1 Bed,1,1 Bath,1 ,Jun 25,NA,NA
Heritage Knoll,Two bed 1.5 bath townhome,NA,$799 ,799,799,799,799,799,1020+ sqft,1020,2 Beds,2,1.5 Bath,1.5 ,Contact,NA,NA
Heritage Knoll,Three bed 1.5 bath townhome,NA,$869 ,869,869,869,869,869,1312+ sqft,1312,3 Beds,3,1.5 Bath,1.5 ,Contact,NA,NA
Broadmoor Apartments,Ash,NA,From $449,From 449, 449, 449, 449,449,660+ sqft,660,1 Bed,1,1 Bath,1 ,Contact,80%,4
Broadmoor Apartments,Burch,NA,From $489,From 489, 489, 489, 489,489,698+ sqft,698,1 Bed,1,1 Bath,1 ,Contact,80%,4
Broadmoor Apartments,Hickory,NA,From $565,From 565, 565, 565, 565,565,775+ sqft,775,2 Beds,2,1 Bath,1 ,Contact,80%,4
Broadmoor Apartments,Maple,NA,From $599,From 599, 599, 599, 599,599,825+ sqft,825,2 Beds,2,1 Bath,1 ,Contact,80%,4
Broadmoor Apartments,Oak,NA,From $625,From 625, 625, 625, 625,625,1030+ sqft,1030,2 Beds,2,2 Bath,2 ,Contact,80%,4
First Place Luxury Apartments,Apartment,NA,"$1,200–$1,350","1,200–1,350","1,200–1,350","1,200","1,350",1275,1450+ sqft,1450,2 Beds,2,2 Bath,2 ,Contact,NA,NA
First Place Luxury Apartments,Apartment,NA,"$1,200–$1,650","1,200–1,650","1,200–1,650","1,200","1,650",1425,1290+ sqft,1290,3 Beds,3,2.5 Bath,2.5 ,Contact,NA,NA
Villas at Arboretum,Two Bedroom with Two Car Attached Garage,NA,$821–$876,821–876,821–876,821,876,848.5,1050+ sqft,1050,2 Beds,2,1.5 Bath,1.5 ,2 Available,20%,1
Villas at Arboretum,Three Bedroom Townhome with Two Car Attached Garage,NA,"$930–$1,025","930–1,025","930–1,025",930,"1,025",977.5,1100+ sqft,1100,3 Beds,3,1.5 Bath,1.5 ,1 Available,20%,1
Villas at Arboretum,Three Bedroom Townhome,NA,$915 ,915,915,915,915,915,1100+ sqft,1100,3 Beds,3,1.5 Bath,1.5 ,3 Available,20%,1
CBert Properties,W. Schantz Ave,NA,$495–$525,495–525,495–525,495,525,510,500+ sqft,500,1 Bed,1,1 Bath,1 ,Contact,40%,2
CBert Properties,W. Schantz Ave,NA,From $600,From 600, 600, 600, 600,600,700+ sqft,700,2 Beds,2,1 Bath,1 ,Contact,40%,2
CBert Properties,Heritage Pointe Towhomes,NA,From $745,From 745, 745, 745, 745,745,1400+ sqft,1400,2 Beds,2,2.5 Bath,2.5 ,Contact,40%,2
Alpine Apartments,1 Bedroom,NA,From $625,From 625, 625, 625, 625,625,640+ sqft,640,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
Alpine Apartments,2 Bedroom,NA,From $675,From 675, 675, 675, 675,675,1075+ sqft,1075,2 Beds,2,1.5 Bath,1.5 ,2 Available,NA,NA
East Pointe Apartments,Flat,NA,$544–$554,544–554,544–554,544,554,549,575+ sqft,575,1 Bed,1,1 Bath,1 ,2 Available,70%,3.5
East Pointe Apartments,Flat,NA,$644–$654,644–654,644–654,644,654,649,750+ sqft,750,2 Beds,2,1 Bath,1 ,2 Available,70%,3.5
Anna Laura Apartments,Apartment,NA,From $550,From 550, 550, 550, 550,550,NA,NA,1 Bed,1,1 Bath,1 ,Contact,NA,NA
Anna Laura Apartments,Townhome w/basement,NA,From $825,From 825, 825, 825, 825,825,NA,NA,2 Beds,2,1.5 Bath,1.5 ,Contact,NA,NA
Greenglen Apartments,Bristol,NA,From $476,From 476, 476, 476, 476,476,288+ sqft,288,Studio,Studio,1 Bath,1 ,Contact,NA,NA
Greenglen Apartments,Hampton,NA,From $621,From 621, 621, 621, 621,621,576+ sqft,576,1 Bed,1,1 Bath,1 ,Contact,NA,NA
Greenglen Apartments,Sterling,NA,From $766,From 766, 766, 766, 766,766,864+ sqft,864,2 Beds,2,1 Bath,1 ,Contact,NA,NA
Greenglen Apartments,Hadley,NA,From $786,From 786, 786, 786, 786,786,864+ sqft,864,2 Beds,2,2 Bath,2 ,Contact,NA,NA
Pinetree Apartments,Apartment,NA,Please Call,Please Call,Please Call,Please Call,Please Call,NA,NA,NA,1 Bed,1,1 Bath,1 ,Contact,NA,NA
Pinetree Apartments,Garden,NA,$860 ,860,860,860,860,860,1200+ sqft,1200,2 Beds,2,2 Bath,2 ,Contact,NA,NA
Pinetree Apartments,Townhome,NA,$960 ,960,960,960,960,960,1300+ sqft,1300,2 Beds,2,2.5 Bath,2.5 ,Contact,NA,NA
Fox Run,Easton,11509,$749 ,749,749,749,749,749,909 sqft,909,2 Beds,2,1 Bath,1 ,Today,100,5
Fox Run,Easton,12005,$749 ,749,749,749,749,749,909 sqft,909,2 Beds,2,1 Bath,1 ,Today,100,5
Fox Run,Easton,26105,$749 ,749,749,749,749,749,909 sqft,909,2 Beds,2,1 Bath,1 ,May 07,100,5
Fox Run,Sedona,11508,$789 ,789,789,789,789,789,1044 sqft,1044,2 Beds,2,1.5 Bath,1.5 ,Today,100,5
Fox Run,Sedona,18107,$789 ,789,789,789,789,789,1036 sqft,1036,2 Beds,2,1.5 Bath,1.5 ,Today,100,5
Fox Run,Sedona,22006,$799 ,799,799,799,799,799,1002 sqft,1002,2 Beds,2,1.5 Bath,1.5 ,Today,100,5
Timber Ridge,Apartment,NA,From $599,From 599, 599, 599, 599,599,850+ sqft,850,2 Beds,2,1 Bath,1 ,Contact,NA,NA
Timber Ridge,Apartment,NA,From $679,From 679, 679, 679, 679,679,925+ sqft,925,3 Beds,3,1 Bath,1 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North,NA,$879 ,879,879,879,879,879,855+ sqft,855,1 Bed,1,1 Bath,1 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North - 1111,NA,$879 ,879,879,879,879,879,855+ sqft,855,1 Bed,1,1 Bath,1 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North,NA,$809 ,809,809,809,809,809,855+ sqft,855,1 Bed,1,1 Bath,1 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North - 111,NA,$779 ,779,779,779,779,779,855+ sqft,855,1 Bed,1,1 Bath,1 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North,NA,$809 ,809,809,809,809,809,855+ sqft,855,1 Bed,1,1 Bath,1 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North - 702,NA,$944 ,944,944,944,944,944,1237+ sqft,1237,2 Beds,2,2 Bath,2 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North,NA,$909 ,909,909,909,909,909,1237+ sqft,1237,2 Beds,2,2 Bath,2 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North,NA,$939 ,939,939,939,939,939,1237+ sqft,1237,2 Beds,2,2 Bath,2 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North,NA,$909 ,909,909,909,909,909,1237+ sqft,1237,2 Beds,2,2 Bath,2 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North - 409,NA,$909 ,909,909,909,909,909,1237+ sqft,1237,2 Beds,2,2 Bath,2 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North,NA,$909 ,909,909,909,909,909,1237+ sqft,1237,2 Beds,2,2 Bath,2 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North - 302,NA,$909 ,909,909,909,909,909,1237+ sqft,1237,2 Beds,2,2 Bath,2 ,Contact,NA,NA
531 Belmonte Park North,531 Belmonte Park North - 204,NA,"$1,269 ",1269,1269,1269,1269,1269,1425+ sqft,1425,3 Beds,3,2 Bath,2 ,Contact,NA,NA
The Riverfront Grande! 255 N. Main St.,Rental,NA,$750 ,750,750,750,750,750,700+ sqft,700,Studio,Studio,1 Bath,1 ,Contact,NA,NA
COMING SOON! Spacious 3 Bed 2 Bath Home!,Rental,NA,$800 ,800,800,800,800,800,1840+ sqft,1840,3 Beds,3,2 Bath,2 ,Contact,NA,NA
Move In Ready 3 Bedroom,Rental,NA,$750 ,750,750,750,750,750,NA,NA,3 Beds,3,1 Bath,1 ,Contact,NA,NA
2 Bed Apt. in Secured Building,Rental,NA,$595 ,595,595,595,595,595,NA,NA,2 Beds,2,1 Bath,1 ,Contact,NA,NA
Secured Building 2 Bed Apt.,Rental,NA,$595 ,595,595,595,595,595,NA,NA,2 Beds,2,1 Bath,1 ,Contact,NA,NA
Very clean 2 Bed Ready for Move In,Rental,NA,$675 ,675,675,675,675,675,858+ sqft,858,2 Beds,2,1 Bath,1 ,Contact,NA,NA
Charming 3 Bedroom 2 Bath!,Rental,NA,$795 ,795,795,795,795,795,NA,NA,3 Beds,3,2 Bath,2 ,Contact,NA,NA
Charming 3 Bedroom 2 Bath!,Rental,NA,$795 ,795,795,795,795,795,NA,NA,3 Beds,3,2 Bath,2 ,Contact,NA,NA
COMING SOON! 1 Bed 1 Bath Updated,Rental,NA,$595 ,595,595,595,595,595,NA,NA,1 Bed,1,1 Bath,1 ,Contact,NA,NA
COMING SOON! 3 Bed 1 Bath Ranch Home!,Rental,NA,$675 ,675,675,675,675,675,NA,NA,3 Beds,3,1 Bath,1 ,Contact,NA,NA
COMING SOON! Cute Rambler in a Great Area!,Rental,NA,"$1,095 ",1095,1095,1095,1095,1095,997+ sqft,997,3 Beds,3,1 Bath,1 ,Contact,NA,NA
"COMING SOON!  3 Bed 2.5 Bath, Corner lot!",Rental,NA,"$1,450 ",1450,1450,1450,1450,1450,1562+ sqft,1562,3 Beds,3,2.5 Bath,2.5 ,Contact,NA,NA
Affordable Upscale Kettering 3 Bedroom Condo,Rental,NA,$950 ,950,950,950,950,950,NA,NA,3 Beds,3,2 Bath,2 ,Contact,NA,NA
COMING SOON! Spacious 4 Bed 2 Bath Huber Heights H,Rental,NA,"$1,595 ",1595,1595,1595,1595,1595,NA,NA,4 Beds,4,2.5 Bath,2.5 ,Contact,NA,NA
556 Telford Ave. Apt A,Rental,NA,$545 ,545,545,545,545,545,700+ sqft,700,1 Bed,1,1 Bath,1 ,Contact,NA,NA
316 E Pease,Rental,NA,$625 ,625,625,625,625,625,1025+ sqft,1025,1 Bed,1,1 Bath,1 ,Contact,NA,NA
411 Burns Ave,2 bed 1.0 bath 1107 sqft,NA,$550 ,550,550,550,550,550,1107+ sqft,1107,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
109 Grimes St,4 bed 2.0 bath 1980 sqft,NA,"$1,095 ",1095,1095,1095,1095,1095,1980+ sqft,1980,4 Beds,4,2 Bath,2 ,1 Available,NA,NA
316 Superior Ave,1 bed 1.0 bath 550 sqft,NA,$550 ,550,550,550,550,550,550+ sqft,550,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
475 W Grand Ave,0 bed 1.0 bath 450 sqft,NA,$500 ,500,500,500,500,500,450+ sqft,450,Studio,Studio,1 Bath,1 ,1 Available,NA,NA
455 Forest Ave,2 bed 1.0 bath,NA,$595 ,595,595,595,595,595,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
554 Corwin St,3 bed 2.0 bath,NA,$800 ,800,800,800,800,800,NA,NA,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
423 Alberta St,4 bed 1.0 bath 1900 sqft,NA,$875 ,875,875,875,875,875,1900+ sqft,1900,4 Beds,4,1 Bath,1 ,1 Available,NA,NA
720 N Keowee St,2 bed 2.0 bath,NA,$575 ,575,575,575,575,575,NA,NA,2 Beds,2,2 Bath,2 ,1 Available,NA,NA
218 Rockwood Ave,3 bed 1.0 bath 1304 sqft,NA,$600 ,600,600,600,600,600,1304+ sqft,1304,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
414 Xenia Ave,1 bed 1.0 bath,NA,$475 ,475,475,475,475,475,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
441 N Broadway St,2 bed 1.5 bath,NA,$675 ,675,675,675,675,675,NA,NA,2 Beds,2,1.5 Bath,1.5 ,1 Available,NA,NA
736 Superior Ave,1 bed 1.0 bath 550 sqft,NA,$550 ,550,550,550,550,550,550+ sqft,550,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
140 Lexington Ave,3 bed 2.5 bath 2587 sqft,NA,"$1,395 ",1395,1395,1395,1395,1395,2587+ sqft,2587,3 Beds,3,2.5 Bath,2.5 ,1 Available,NA,NA
432 W Stewart St,4 bed 2.0 bath 850 sqft,NA,"$1,000 ",1000,1000,1000,1000,1000,850+ sqft,850,4 Beds,4,2 Bath,2 ,1 Available,NA,NA
933 Steele Ave,3 bed 1.0 bath 1200 sqft,NA,$800 ,800,800,800,800,800,1200+ sqft,1200,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
25 Sherman St,2 bed 1.0 bath 1166 sqft,NA,$650 ,650,650,650,650,650,1166+ sqft,1166,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
511 St Paul Ave,3 bed 1.0 bath,NA,$650 ,650,650,650,650,650,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
503 Hulbert St,2 bed 1.0 bath,NA,$550 ,550,550,550,550,550,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
17 Mc Kinley St,2 bed 1.0 bath 937 sqft,NA,$625 ,625,625,625,625,625,937+ sqft,937,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1000 Xenia Ave,2 bed 1.0 bath,NA,$550 ,550,550,550,550,550,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
112 Heaton Ave,3 bed 1.0 bath 1364 sqft,NA,$795 ,795,795,795,795,795,1364+ sqft,1364,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
156 Gunckel Ave,2 bed 1.0 bath 900 sqft,NA,$600 ,600,600,600,600,600,900+ sqft,900,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
64 Fountain Ave,3 bed 1.0 bath,NA,$600 ,600,600,600,600,600,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
62 Fountain Ave,3 bed 1.0 bath 1477 sqft,NA,$600 ,600,600,600,600,600,1477+ sqft,1477,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
410 Delaware Ave,1 bed 1.0 bath,NA,$450 ,450,450,450,450,450,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
15 Ridge Ave,1 bed 1.0 bath,NA,$475 ,475,475,475,475,475,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
1715 Warner Ave,2 bed 1.0 bath 1017 sqft,NA,$595 ,595,595,595,595,595,1017+ sqft,1017,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
126 Edgar Ave,3 bed 1.0 bath 1120 sqft,NA,$675 ,675,675,675,675,675,1120+ sqft,1120,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
636 St Joseph Ave,3 bed 1.0 bath 1100 sqft,NA,$625 ,625,625,625,625,625,1100+ sqft,1100,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
1317 Salem Ave,2 bed 1.0 bath 675 sqft,NA,$600 ,600,600,600,600,600,675+ sqft,675,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
521 Beckman St,2 bed 1.0 bath,NA,$675 ,675,675,675,675,675,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1380 Cory Dr,2 bed 1.0 bath,NA,$595 ,595,595,595,595,595,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1513 Wyoming St,3 bed 1.0 bath,NA,$700 ,700,700,700,700,700,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
640 Pritz Ave,3 bed 1.5 bath 1312 sqft,NA,$825 ,825,825,825,825,825,1312+ sqft,1312,3 Beds,3,1.5 Bath,1.5 ,1 Available,NA,NA
116 Ernst Ave,1 bed 1.0 bath 602 sqft,NA,$465 ,465,465,465,465,465,602+ sqft,602,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
57 Ernst Ave,2 bed 1.0 bath 894 sqft,NA,$625 ,625,625,625,625,625,894+ sqft,894,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
38 Willowwood Dr,3 bed 1.0 bath,NA,$850 ,850,850,850,850,850,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
840 Creighton Ave,3 bed 2.0 bath 1424 sqft,NA,$850 ,850,850,850,850,850,1424+ sqft,1424,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
2048 Stegman Ave,3 bed 1.0 bath 1350 sqft,NA,$725 ,725,725,725,725,725,1350+ sqft,1350,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
50 Willowwood Dr,2 bed 1.0 bath,NA,$595 ,595,595,595,595,595,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
916 Linden Ave,2 bed 1.0 bath 1110 sqft,NA,$725 ,725,725,725,725,725,1110+ sqft,1110,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
922 Linden Ave,1 bed 1.0 bath 560 sqft,NA,$500 ,500,500,500,500,500,560+ sqft,560,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
1047 Huffman Ave,2 bed 1.0 bath 1000 sqft,NA,$500 ,500,500,500,500,500,1000+ sqft,1000,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
635 Hodapp Ave,3 bed 1.5 bath 1418 sqft,NA,$850 ,850,850,850,850,850,1418+ sqft,1418,3 Beds,3,1.5 Bath,1.5 ,1 Available,NA,NA
1341 Phillips Ave,3 bed 1.0 bath,NA,$650 ,650,650,650,650,650,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
1343 Phillips Ave,3 bed 1.0 bath,NA,$750 ,750,750,750,750,750,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
718 Randolph St,2 bed 1.0 bath 944 sqft,NA,$650 ,650,650,650,650,650,944+ sqft,944,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
143 Laura Ave,2 bed 1.0 bath 960 sqft,NA,$725 ,725,725,725,725,725,960+ sqft,960,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
400 Sheridan Ave,2 bed 1.0 bath,NA,$650 ,650,650,650,650,650,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
407 W Norman Ave,2 bed 1.0 bath,NA,$750 ,750,750,750,750,750,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
2616 Newport Ave,1 bed 1.0 bath 550 sqft,NA,$550 ,550,550,550,550,550,550+ sqft,550,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
438 Allwen Dr,3 bed 1.5 bath 1488 sqft,NA,$855 ,855,855,855,855,855,1488+ sqft,1488,3 Beds,3,1.5 Bath,1.5 ,1 Available,NA,NA
1241 Creighton Ave,3 bed 1.5 bath 1560 sqft,NA,$998 ,998,998,998,998,998,1560+ sqft,1560,3 Beds,3,1.5 Bath,1.5 ,1 Available,NA,NA
47 Marie Ave,2 bed 1.0 bath,NA,$525 ,525,525,525,525,525,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
344 W Parkwood Dr,2 bed 1.5 bath 1200 sqft,NA,$795 ,795,795,795,795,795,1200+ sqft,1200,2 Beds,2,1.5 Bath,1.5 ,1 Available,NA,NA
2016 Rustic Rd,1 bed 1.0 bath,NA,$525 ,525,525,525,525,525,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
2240 Lakeview Ave,3 bed 1.0 bath 1056 sqft,NA,$675 ,675,675,675,675,675,1056+ sqft,1056,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
1312 Carlisle Ave,2 bed 1.0 bath 1180 sqft,NA,$850 ,850,850,850,850,850,1180+ sqft,1180,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
420 W Parkwood Dr,1 bed 1.0 bath 550 sqft,NA,$525 ,525,525,525,525,525,550+ sqft,550,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
22 Marson Dr,2 bed 1.0 bath,NA,$600 ,600,600,600,600,600,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
428 W Parkwood Dr,3 bed 1.0 bath 1352 sqft,NA,$595 ,595,595,595,595,595,1352+ sqft,1352,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
311 E Maplewood Ave,2 bed 2.0 bath 828 sqft,NA,$695 ,695,695,695,695,695,828+ sqft,828,2 Beds,2,2 Bath,2 ,1 Available,NA,NA
816 Kammer Ave,3 bed 1.5 bath 1500 sqft,NA,$775 ,775,775,775,775,775,1500+ sqft,1500,3 Beds,3,1.5 Bath,1.5 ,1 Available,NA,NA
2039 Emerson Ave,1 bed 1.0 bath,NA,$475 ,475,475,475,475,475,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
2806 N Main St,1 bed 1.0 bath,NA,$475 ,475,475,475,475,475,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
332 Kling Dr,3 bed 2.0 bath 1322 sqft,NA,"$1,375 ",1375,1375,1375,1375,1375,1322+ sqft,1322,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
1932 Auburn Ave,4 bed 2.0 bath 1817 sqft,NA,$800 ,800,800,800,800,800,1817+ sqft,1817,4 Beds,4,2 Bath,2 ,1 Available,NA,NA
620 Cherry Dr,3 bed 1.0 bath 1260 sqft,NA,$800 ,800,800,800,800,800,1260+ sqft,1260,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
128 Pointview Ave,2 bed 1.0 bath,NA,$575 ,575,575,575,575,575,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
47 E Maplewood Ave,1 bed 1.0 bath,NA,$475 ,475,475,475,475,475,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
37 N Delmar Ave,2 bed 1.0 bath,NA,$675 ,675,675,675,675,675,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
