Apartment Name,Apartment Type,Available Room,Price,,,Lower Bound,Upper Bound,Price Mean in $,Area,Area in sqft Cleaned,#Beds,#Beds Cleaned,#Baths,#Baths Cleaned,Availability,Ratings,Ratings in starts
The Riverstone,Renovated 1 Bedroom,NA,$699 ,699,699,699,699,699,660+ sqft,660,1 Bed,1,1 Bath,1 ,3 Available,NA,NA
The Riverstone,1 Bedroom,NA,$625 ,625,625,625,625,625,660+ sqft,660,1 Bed,1,1 Bath,1 ,Contact,NA,NA
Delco Lofts,Kettering,310,"$1,029 ",1029,1029,1029,1029,1029,699 sqft,699,1 Bed,1,1 Bath,1 ,Today,100,5
Delco Lofts,Deeds,425,"$1,134 ",1134,1134,1134,1134,1134,886 sqft,886,1 Bed,1,1 Bath,1 ,Jun 11,100,5
Delco Lofts,Talbott,609,"$1,806 ",1806,1806,1806,1806,1806,965 sqft,965,1 Bed,1,1 Bath,1 ,Jun 15,100,5
Delco Lofts,Wilson,NA,$896–$966,896–966,896–966,896,966,931,548+ sqft,548,Studio,Studio,1 Bath,1 ,Contact,100,5
Delco Lofts,Remy,NA,"$921–$1,051","921–1,051","921–1,051",921,"1,051",986,568+ sqft,568,Studio,Studio,1 Bath,1 ,Contact,100,5
Delco Lofts,Dillon,NA,"$1,066–$1,146","1,066–1,146","1,066–1,146","1,066","1,146",1106,705+ sqft,705,1 Bed,1,1 Bath,1 ,Contact,100,5
Delco Lofts,Atwood,NA,"$1,146–$1,332","1,146–1,332","1,146–1,332","1,146","1,332",1239,807+ sqft,807,1 Bed,1,1 Bath,1 ,Contact,100,5
Delco Lofts,Hughes,NA,"$1,144–$1,541","1,144–1,541","1,144–1,541","1,144","1,541",1342.5,818+ sqft,818,1 Bed,1,1 Bath,1 ,Contact,100,5
Delco Lofts,Mandalay,NA,"$1,548–$1,628","1,548–1,628","1,548–1,628","1,548","1,628",1588,1230+ sqft,1230,2 Beds,2,2 Bath,2 ,Contact,100,5
Delco Lofts,Rockford,NA,"$1,528–$1,878","1,528–1,878","1,528–1,878","1,528","1,878",1703,1252+ sqft,1252,2 Beds,2,2 Bath,2 ,Contact,100,5
Delco Lofts,Marinelli,NA,"$1,678–$1,928","1,678–1,928","1,678–1,928","1,678","1,928",1803,1276+ sqft,1276,2 Beds,2,2 Bath,2 ,Contact,100,5
Delco Lofts,Shelby,NA,"$1,784–$2,053","1,784–2,053","1,784–2,053","1,784","2,053",1918.5,1352+ sqft,1352,2 Beds,2,2 Bath,2 ,Contact,100,5
Delco Lofts,Wood,NA,"$2,227–$2,377","2,227–2,377","2,227–2,377","2,227","2,377",2302,1665+ sqft,1665,2 Beds,2,2 Bath,2 ,Contact,100,5
Gateway at The Greene,Apartment,NA,"$880–$1,000","880–1,000","880–1,000",880,"1,000",940,515+ sqft,515,1 Bed,1,1 Bath,1 ,2 Available,70%,3.5
Gateway at The Greene,Apartment,NA,"$980–$1,100","980–1,100","980–1,100",980,"1,100",1040,751+ sqft,751,2 Beds,2,1 Bath,1 ,2 Available,70%,3.5
Eagle Ridge,Flat,NA,$649–$699,649–699,649–699,649,699,674,570+ sqft,570,1 Bed,1,1 Bath,1 ,Contact,60%,3
Eagle Ridge,Townhouse,NA,$699–$799,699–799,699–799,699,799,749,840+ sqft,840,2 Beds,2,1 Bath,1 ,Contact,60%,3
Eagle Ridge,Townhouse,NA,$775–$849,775–849,775–849,775,849,812,1250+ sqft,1250,2 Beds,2,1 Bath,1 ,Contact,60%,3
Eagle Ridge,Townhouse,NA,$775–$849,775–849,775–849,775,849,812,935+ sqft,935,2 Beds,2,1.5 Bath,1.5 ,Contact,60%,3
Eagle Ridge,Townhouse,NA,$829–$899,829–899,829–899,829,899,864,1039+ sqft,1039,2 Beds,2,2.5 Bath,2.5 ,Contact,60%,3
The Commons at Kettering,One Bedroom,NA,$659–$679,659–679,659–679,659,679,669,650+ sqft,650,1 Bed,1,1 Bath,1 ,Contact,80%,4
The Commons at Kettering,Two Bedroom,NA,$759–$800,759–800,759–800,759,800,779.5,900+ sqft,900,2 Beds,2,1 Bath,1 ,Contact,80%,4
The Commons at Kettering,Three Bedroom,NA,$879–$900,879–900,879–900,879,900,889.5,1090+ sqft,1090,3 Beds,3,1.5 Bath,1.5 ,Contact,80%,4
Walden Village,Apartment,NA,$830–$850,830–850,830–850,830,850,840,767+ sqft,767,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
Walden Village,Apartment,NA,$870 ,870,870,870,870,870,908+ sqft,908,2 Beds,2,2 Bath,2 ,2 Available,NA,NA
Walden Village,Apartment,NA,$900 ,900,900,900,900,900,978+ sqft,978,2 Beds,2,2 Bath,2 ,2 Available,NA,NA
Walden Village,Apartment,NA,$950–$975,950–975,950–975,950,975,962.5,1000+ sqft,1000,2 Beds,2,2 Bath,2 ,1 Available,NA,NA
Walden Village,Apartment,NA,"$990–$1,010","990–1,010","990–1,010",990,"1,010",1000,1094+ sqft,1094,2 Beds,2,2 Bath,2 ,1 Available,NA,NA
Walden Village,Apartment,NA,$800–$805,800–805,800–805,800,805,802.5,667+ sqft,667,1 Bed,1,1 Bath,1 ,Contact,NA,NA
Walden Village,Apartment,NA,"$950–$1,035","950–1,035","950–1,035",950,"1,035",992.5,1000+ sqft,1000,2 Beds,2,2 Bath,2 ,Contact,NA,NA
Walden Village,Apartment,NA,$925–$960,925–960,925–960,925,960,942.5,1025+ sqft,1025,2 Beds,2,2 Bath,2 ,Contact,NA,NA
Walden Village,Townhome,NA,"$1,125 ",1125,1125,1125,1125,1125,1280+ sqft,1280,3 Beds,3,2 Bath,2 ,Contact,NA,NA
Salem Woods,1 BED 1 BATH,NA,$500 ,500,500,500,500,500,662+ sqft,662,1 Bed,1,1 Bath,1 ,Contact,80%,4
Salem Woods,1 BED 1 BATH,NA,$510 ,510,510,510,510,510,700+ sqft,700,1 Bed,1,1 Bath,1 ,Contact,80%,4
Salem Woods,2 BED 1.5 BATH,NA,$575 ,575,575,575,575,575,889+ sqft,889,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
Salem Woods,2 BED 1.5 BATH TOWNHOUSE,NA,$645 ,645,645,645,645,645,989+ sqft,989,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
Salem Woods,2 BED 1.5 BATH,NA,$575 ,575,575,575,575,575,1013+ sqft,1013,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
Salem Woods,3 BEDROOM TOWNHOUSE,NA,$690 ,690,690,690,690,690,1059+ sqft,1059,3 Beds,3,1.5 Bath,1.5 ,Contact,80%,4
Windsor Terrace,Townhome,NA,$650 ,650,650,650,650,650,750+ sqft,750,1 Bed,1,1.5 Bath,1.5 ,Contact,30%,1.5
Windsor Terrace,Townhome,NA,$775 ,775,775,775,775,775,1040+ sqft,1040,2 Beds,2,1.5 Bath,1.5 ,Contact,30%,1.5
Windsor Terrace,Townhome,NA,$825 ,825,825,825,825,825,1105+ sqft,1105,3 Beds,3,1.5 Bath,1.5 ,Contact,30%,1.5
Windsor Terrace,Townhome,NA,$875 ,875,875,875,875,875,1170+ sqft,1170,3 Beds,3,1.5 Bath,1.5 ,Contact,30%,1.5
Flyer Pointe,1 Bedroom - Medium,818-05,$539 ,539,539,539,539,539,525 sqft,525,1 Bed,1,1 Bath,1 ,Today,40%,2
Flyer Pointe,1 Bedroom - Large,819-10,$559 ,559,559,559,559,559,630 sqft,630,1 Bed,1,1 Bath,1 ,Today,40%,2
Flyer Pointe,1 Bedroom - Large,819-16,$559 ,559,559,559,559,559,630 sqft,630,1 Bed,1,1 Bath,1 ,Today,40%,2
Flyer Pointe,1 Bedroom - Large,819-09,$589 ,589,589,589,589,589,630 sqft,630,1 Bed,1,1 Bath,1 ,Apr 10,40%,2
Flyer Pointe,Studio,NA,$429 ,429,429,429,429,429,240+ sqft,240,Studio,Studio,1 Bath,1 ,Contact,40%,2
Flyer Pointe,1 Bedroom - Small,NA,$519 ,519,519,519,519,519,430+ sqft,430,1 Bed,1,1 Bath,1 ,Contact,40%,2
Bridges of Pine Creek,Balsam,NA,Please Call,Please Call,Please Call,Please Call,Please Call,NA,760+ sqft,760,1 Bed,1,1 Bath,1 ,Contact,80%,4
Bridges of Pine Creek,Frasier,NA,Please Call,Please Call,Please Call,Please Call,Please Call,NA,1190+ sqft,1190,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
Bridges of Pine Creek,Cyprus,NA,$599–$619,599–619,599–619,599,619,609,870+ sqft,870,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Attico,NA,$865–$950,865–950,865–950,865,950,907.5,676+ sqft,676,1 Bed,1,1 Bath,1 ,Contact,80%,4
Lofts At Willow Creek,Attico2,NA,$979–$994,979–994,979–994,979,994,986.5,698+ sqft,698,1 Bed,1,1 Bath,1 ,Contact,80%,4
Lofts At Willow Creek,Aventura,NA,$995 ,995,995,995,995,995,812+ sqft,812,1 Bed,1,1 Bath,1 ,Contact,80%,4
Lofts At Willow Creek,Estilo2,NA,"$1,059–$1,074","1,059–1,074","1,059–1,074","1,059","1,074",1066.5,835+ sqft,835,1 Bed,1,1 Bath,1 ,Contact,80%,4
Lofts At Willow Creek,Estilo,NA,"$965–$1,030","965–1,030","965–1,030",965,"1,030",997.5,841+ sqft,841,1 Bed,1,1 Bath,1 ,Contact,80%,4
Lofts At Willow Creek,Mezzanine,NA,"$1,025 ",1025,1025,1025,1025,1025,930+ sqft,930,1 Bed,1,1 Bath,1 ,Contact,80%,4
Lofts At Willow Creek,Freistatte,NA,"$1,125 ",1125,1125,1125,1125,1125,1062+ sqft,1062,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Pajar,NA,"$1,155–$1,220","1,155–1,220","1,155–1,220","1,155","1,220",1187.5,1125+ sqft,1125,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Rifugio,NA,"$1,165–$1,230","1,165–1,230","1,165–1,230","1,165","1,230",1197.5,1175+ sqft,1175,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Rifugio2,NA,"$1,329–$1,344","1,329–1,344","1,329–1,344","1,329","1,344",1336.5,1208+ sqft,1208,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Oase2,NA,"$1,349–$1,364","1,349–1,364","1,349–1,364","1,349","1,364",1356.5,1232+ sqft,1232,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Oase,NA,"$1,255 ",1255,1255,1255,1255,1255,1238+ sqft,1238,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Rofuto,NA,"$1,195–$1,260","1,195–1,260","1,195–1,260","1,195","1,260",1227.5,1242+ sqft,1242,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Rofuto2,NA,"$1,399–$1,414","1,399–1,414","1,399–1,414","1,399","1,414",1406.5,1266+ sqft,1266,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Sostanza,NA,"$1,475 ",1475,1475,1475,1475,1475,1374+ sqft,1374,2 Beds,2,2 Bath,2 ,Contact,80%,4
Lofts At Willow Creek,Unico,NA,"$1,495–$1,510","1,495–1,510","1,495–1,510","1,495","1,510",1502.5,1443+ sqft,1443,2 Beds,2,2 Bath,2 ,Contact,80%,4
Village At Cloud Park,Apartment,NA,From $720,From 720, 720, 720, 720,720,775+ sqft,775,1 Bed,1,1 Bath,1 ,Contact,100,5
Village At Cloud Park,Garden,NA,$770–$815,770–815,770–815,770,815,792.5,965+ sqft,965,2 Beds,2,2 Bath,2 ,Contact,100,5
The Cannery Lofts,"Three Bedroom , Three Bath",532,$1680+,1680+,1680+,1680+,1680+,NA,1395 sqft,1395,3 Beds,3,3 Bath,3 ,Today,100,5
The Cannery Lofts,"Three Bedroom , Three Bath",239,$2245+,2245+,2245+,2245+,2245+,NA,1865 sqft,1865,3 Beds,3,3 Bath,3 ,Today,100,5
The Cannery Lofts,"Three Bedroom , Three Bath",534,$1680+,1680+,1680+,1680+,1680+,NA,1395 sqft,1395,3 Beds,3,3 Bath,3 ,Jun 10,100,5
The Cannery Lofts,"Two Bedroom , Two Bath",438,$1520+,1520+,1520+,1520+,1520+,NA,1140 sqft,1140,2 Beds,2,2 Bath,2 ,May 11,100,5
The Cannery Lofts,"Two Bedroom , Two Bath",233,$1655+,1655+,1655+,1655+,1655+,NA,1180 sqft,1180,2 Beds,2,2 Bath,2 ,May 22,100,5
The Cannery Lofts,"Two Bedroom , Two Bath",437,$1380+,1380+,1380+,1380+,1380+,NA,960 sqft,960,2 Beds,2,2 Bath,2 ,May 26,100,5
The Cannery Lofts,"Studio/One Bedroom , One Bath",601,$970+,970+,970+,970+,970+,NA,535 sqft,535,1 Bed,1,1 Bath,1 ,Jun 26,100,5
Rivers Edge,Cuyahoga,4333-H2,$599 ,599,599,599,599,599,648 sqft,648,1 Bed,1,1 Bath,1 ,Today,70%,3.5
Rivers Edge,Cuyahoga,4357-B2,$599 ,599,599,599,599,599,648 sqft,648,1 Bed,1,1 Bath,1 ,Today,70%,3.5
Rivers Edge,Cuyahoga,4343-D2,$579 ,579,579,579,579,579,648 sqft,648,1 Bed,1,1 Bath,1 ,May 05,70%,3.5
Rivers Edge,Kokosing,4335-J2,$629 ,629,629,629,629,629,750 sqft,750,2 Beds,2,1 Bath,1 ,Today,70%,3.5
Rivers Edge,Kokosing,4335-S2,$659 ,659,659,659,659,659,750 sqft,750,2 Beds,2,1 Bath,1 ,Today,70%,3.5
Rivers Edge,Kokosing,4335-K1,$679 ,679,679,679,679,679,750 sqft,750,2 Beds,2,1 Bath,1 ,Today,70%,3.5
Rivers Edge,Muskingum,4322-I2,$699 ,699,699,699,699,699,889 sqft,889,2 Beds,2,1 Bath,1 ,Today,70%,3.5
Rivers Edge,Muskingum,4365-H1,$699 ,699,699,699,699,699,889 sqft,889,2 Beds,2,1 Bath,1 ,Apr 15,70%,3.5
Rivers Edge,Muskingum,4383-M1,$709 ,709,709,709,709,709,889 sqft,889,2 Beds,2,1 Bath,1 ,May 31,70%,3.5
Rivers Edge,Muskingum,NA,$699–$769,699–769,699–769,699,769,734,889+ sqft,889,2 Beds,2,1 Bath,1 ,3 Available,70%,3.5
Rivers Edge,Ohio,NA,$699–$799,699–799,699–799,699,799,749,950+ sqft,950,2 Beds,2,1 Bath,1 ,3 Available,70%,3.5
Rivers Edge,Stillwater,0539-I,$809 ,809,809,809,809,809,961 sqft,961,2 Beds,2,1 Bath,1 ,Today,70%,3.5
Rivers Edge,Stillwater,0560-R,$809 ,809,809,809,809,809,961 sqft,961,2 Beds,2,1 Bath,1 ,Today,70%,3.5
Rivers Edge,Stillwater,4310-J,$709 ,709,709,709,709,709,950 sqft,950,2 Beds,2,1 Bath,1 ,May 25,70%,3.5
Rivers Edge,Mohican,NA,$719–$769,719–769,719–769,719,769,744,870+ sqft,870,2 Beds,2,1.5 Bath,1.5 ,3 Available,70%,3.5
Rivers Edge,Mohican,0510-B,$719 ,719,719,719,719,719,870 sqft,870,2 Beds,2,1.5 Bath,1.5 ,Today,70%,3.5
Rivers Edge,Mohican,0510-D,$719 ,719,719,719,719,719,870 sqft,870,2 Beds,2,1.5 Bath,1.5 ,Today,70%,3.5
Rivers Edge,Mohican,4330-B,$719 ,719,719,719,719,719,870 sqft,870,2 Beds,2,1.5 Bath,1.5 ,Today,70%,3.5
Rivers Edge,Scioto,4300-B,$779 ,779,779,779,779,779,950 sqft,950,2 Beds,2,1.5 Bath,1.5 ,Today,70%,3.5
Rivers Edge,Scioto,4310-A,$779 ,779,779,779,779,779,950 sqft,950,2 Beds,2,1.5 Bath,1.5 ,Today,70%,3.5
Rivers Edge,Scioto,4310-E,$779 ,779,779,779,779,779,950 sqft,950,2 Beds,2,1.5 Bath,1.5 ,Today,70%,3.5
Rivers Edge,Wabash I,NA,$849–$859,849–859,849–859,849,859,854,1024+ sqft,1024,3 Beds,3,1.5 Bath,1.5 ,3 Available,70%,3.5
Rivers Edge,Wabash I,4370-B2,$879 ,879,879,879,879,879,1024 sqft,1024,3 Beds,3,1.5 Bath,1.5 ,Today,70%,3.5
Rivers Edge,Miami,4309-B1,$639 ,639,639,639,639,639,684 sqft,684,1 Bed,1,1 Bath,1 ,Apr 25,70%,3.5
Rivers Edge,Hocking,4492-G1,$579 ,579,579,579,579,579,648 sqft,648,1 Bed,1,1 Bath,1 ,May 05,70%,3.5
Rivers Edge,Hocking,4492-E1,$579 ,579,579,579,579,579,648 sqft,648,1 Bed,1,1 Bath,1 ,May 07,70%,3.5
Rivers Edge,Hocking,4492-E2,$599 ,599,599,599,599,599,648 sqft,648,1 Bed,1,1 Bath,1 ,May 25,70%,3.5
Rivers Edge,Maumee,4357-A1,$629 ,629,629,629,629,629,648 sqft,648,1 Bed,1,1 Bath,1 ,May 25,70%,3.5
Rivers Edge,Stillwater - One Bedroom Deluxe,NA,$659 ,659,659,659,659,659,992+ sqft,992,1 Bed,1,1 Bath,1 ,Contact,70%,3.5
Rivers Edge,Vermilion Townhome,NA,$930 ,930,930,930,930,930,1400+ sqft,1400,2 Beds,2,1.5 Bath,1.5 ,Contact,70%,3.5
Rivers Edge,Wabash II,NA,$899 ,899,899,899,899,899,1224+ sqft,1224,3 Beds,3,2 Bath,2 ,Contact,70%,3.5
Rivers Edge,Cedar Townhome,NA,$899 ,899,899,899,899,899,1096+ sqft,1096,3 Beds,3,2.5 Bath,2.5 ,Contact,70%,3.5
Camellia Court,Studio,NA,$509 ,509,509,509,509,509,288+ sqft,288,Studio,Studio,1 Bath,1 ,Contact,NA,NA
Camellia Court,Ranch-style apartment,NA,$624–$839,624–839,624–839,624,839,731.5,576+ sqft,576,1 Bed,1,1 Bath,1 ,Contact,NA,NA
Camellia Court,Ranch-style apartment,NA,$789–$809,789–809,789–809,789,809,799,864+ sqft,864,2 Beds,2,1 Bath,1 ,Contact,NA,NA
Camellia Court,Ranch-style apartment,NA,Please Call,Please Call,Please Call,Please Call,Please Call,NA,864+ sqft,864,2 Beds,2,2 Bath,2 ,Contact,NA,NA
Dayton Towers,Efficiency 535sf,NA,$720–$965,720–965,720–965,720,965,842.5,535+ sqft,535,Studio,Studio,1 Bath,1 ,2 Available,NA,NA
Dayton Towers,Studio 590sf,NA,$724–$904,724–904,724–904,724,904,814,590+ sqft,590,Studio,Studio,1 Bath,1 ,2 Available,NA,NA
Dayton Towers,1 Bedroom 1 Bath  740sf,NA,"$859–$1,024","859–1,024","859–1,024",859,"1,024",941.5,740+ sqft,740,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
Dayton Towers,1 Bedroom 1 Bath 825sf,NA,"$894–$1,249","894–1,249","894–1,249",894,"1,249",1071.5,825+ sqft,825,1 Bed,1,1 Bath,1 ,2 Available,NA,NA
Dayton Towers,1 Bedroom  1 Bath,NA,"$1,004–$1,254","1,004–1,254","1,004–1,254","1,004","1,254",1129,860+ sqft,860,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
Dayton Towers,2 Bedroom  2 Bath  1075sf,NA,"$1,005–$1,140","1,005–1,140","1,005–1,140","1,005","1,140",1072.5,1075+ sqft,1075,2 Beds,2,2 Bath,2 ,1 Available,NA,NA
Dayton Towers,2 Bedroom  2 Bath 1150 sf,NA,"$1,095–$1,280","1,095–1,280","1,095–1,280","1,095","1,280",1187.5,1150+ sqft,1150,2 Beds,2,2 Bath,2 ,2 Available,NA,NA
Dayton Towers,2 Bedroom  2 Bath 1170 sf,NA,Please Call,Please Call,Please Call,Please Call,Please Call,NA,1170+ sqft,1170,2 Beds,2,2 Bath,2 ,Contact,NA,NA
Pine Run Townhomes,Townhome,NA,$751–$761,751–761,751–761,751,761,756,1000+ sqft,1000,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
Windsor Place,Augustine,NA,$730–$740,730–740,730–740,730,740,735,851+ sqft,851,2 Beds,2,1 Bath,1 ,2 Available,NA,NA
Windsor Place,Camden,NA,$820–$850,820–850,820–850,820,850,835,1001+ sqft,1001,3 Beds,3,1 Bath,1 ,2 Available,NA,NA
Preserve at Sagebrook,One Bedroom One Bath,NA,$767–$865,767–865,767–865,767,865,816,780+ sqft,780,1 Bed,1,1 Bath,1 ,2 Available,60%,3
Preserve at Sagebrook,Two Bedroom Two Bath,NA,$871–$974,871–974,871–974,871,974,922.5,1037+ sqft,1037,2 Beds,2,2 Bath,2 ,2 Available,60%,3
Preserve at Sagebrook,Three Bedroom Two Bath,NA,"$984–$1,087","984–1,087","984–1,087",984,"1,087",1035.5,1175+ sqft,1175,3 Beds,3,2 Bath,2 ,1 Available,60%,3
Wexford On The Green,Eagles Nest,NA,$785–$795,785–795,785–795,785,795,790,705+ sqft,705,1 Bed,1,1 Bath,1 ,Contact,100,5
Wexford On The Green,Fairway Green,NA,$810–$830,810–830,810–830,810,830,820,737+ sqft,737,1 Bed,1,1 Bath,1 ,Contact,100,5
Wexford On The Green,The Links,NA,$895–$910,895–910,895–910,895,910,902.5,937+ sqft,937,2 Beds,2,1 Bath,1 ,Contact,100,5
Wexford On The Green,St Andrews,NA,$950–$970,950–970,950–970,950,970,960,1045+ sqft,1045,2 Beds,2,2 Bath,2 ,Contact,100,5
Wexford On The Green,Augusta,NA,From $950,From 950, 950, 950, 950,950,1055+ sqft,1055,2 Beds,2,2.5 Bath,2.5 ,Contact,100,5
The Village on Beavercreek Apartments,Flat,NA,$779–$809,779–809,779–809,779,809,794,766+ sqft,766,1 Bed,1,1 Bath,1 ,Contact,100,5
The Village on Beavercreek Apartments,Flat,NA,$874–$924,874–924,874–924,874,924,899,844+ sqft,844,2 Beds,2,1.5 Bath,1.5 ,Contact,100,5
The Village At Stonefalls,Garden,NA,$915 ,915,915,915,915,915,816+ sqft,816,1 Bed,1,1 Bath,1 ,Contact,50%,2.5
The Village At Stonefalls,Garden,NA,$945–$975,945–975,945–975,945,975,960,974+ sqft,974,1 Bed,1,1 Bath,1 ,Contact,50%,2.5
The Village At Stonefalls,Garden,NA,"$1,135–$1,165","1,135–1,165","1,135–1,165","1,135","1,165",1150,1142+ sqft,1142,2 Beds,2,2 Bath,2 ,Contact,50%,2.5
The Village At Stonefalls,Townhome,NA,"$1,160–$1,210","1,160–1,210","1,160–1,210","1,160","1,210",1185,1371+ sqft,1371,2 Beds,2,2.5 Bath,2.5 ,Contact,50%,2.5
The Village At Stonefalls,Loft,NA,"$1,365–$1,415","1,365–1,415","1,365–1,415","1,365","1,415",1390,1478+ sqft,1478,3 Beds,3,2 Bath,2 ,Contact,50%,2.5
The Village At Stonefalls,Townhome,NA,"$1,380–$1,435","1,380–1,435","1,380–1,435","1,380","1,435",1407.5,1507+ sqft,1507,3 Beds,3,2.5 Bath,2.5 ,Contact,50%,2.5
Asbury Apartments,Efficiency,NA,To $638,To 638,To 638,To 638,To 638,NA,454+ sqft,454,Studio,Studio,1 Bath,1 ,2 Available,NA,NA
Asbury Apartments,Apartment,NA,To $733,To 733,To 733,To 733,To 733,NA,355+ sqft,355,1 Bed,1,1 Bath,1 ,2 Available,NA,NA
Riverside Common Apartments,Townhome,NA,$615 ,615,615,615,615,615,820+ sqft,820,2 Beds,2,1 Bath,1 ,Contact,80%,4
Riverside Common Apartments,Garden,NA,$590 ,590,590,590,590,590,1020+ sqft,1020,2 Beds,2,1 Bath,1 ,Contact,80%,4
Riverside Common Apartments,Garden,NA,$715 ,715,715,715,715,715,1023+ sqft,1023,3 Beds,3,1 Bath,1 ,Contact,80%,4
Riverside Common Apartments,Townhome,NA,$690 ,690,690,690,690,690,1029+ sqft,1029,3 Beds,3,1.5 Bath,1.5 ,Contact,80%,4
Stillwater Park Apartments,1 Bedroom Renovated,NA,$580 ,580,580,580,580,580,750+ sqft,750,1 Bed,1,1 Bath,1 ,Contact,80%,4
Stillwater Park Apartments,1 Bedroom Standard,NA,$499 ,499,499,499,499,499,750+ sqft,750,1 Bed,1,1 Bath,1 ,Contact,80%,4
Stillwater Park Apartments,2 Bedroom Renovated,NA,$680 ,680,680,680,680,680,850+ sqft,850,2 Beds,2,1 Bath,1 ,Contact,80%,4
Stillwater Park Apartments,2 Bedroom Standard,NA,$599 ,599,599,599,599,599,850+ sqft,850,2 Beds,2,1 Bath,1 ,Contact,80%,4
Stillwater Park Apartments,2 BR Townhome Standard,NA,$680 ,680,680,680,680,680,1100+ sqft,1100,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
Stillwater Park Apartments,2 BR Townhome Renovated,NA,$780 ,780,780,780,780,780,1100+ sqft,1100,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
Stillwater Park Apartments,3 BR Townhome Standard,NA,$750 ,750,750,750,750,750,1150+ sqft,1150,3 Beds,3,1.5 Bath,1.5 ,Contact,80%,4
Creekside Villas,2 Bedroom,NA,$672 ,672,672,672,672,672,1025+ sqft,1025,2 Beds,2,1 Bath,1 ,Contact,70%,3.5
Creekside Villas,3 Bedroom,NA,$730 ,730,730,730,730,730,1130+ sqft,1130,3 Beds,3,1 Bath,1 ,Contact,70%,3.5
The Knolls,Apartment,NA,$570 ,570,570,570,570,570,680+ sqft,680,1 Bed,1,1 Bath,1 ,Contact,80%,4
The Knolls,Apartment,NA,$670 ,670,670,670,670,670,930+ sqft,930,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
The Knolls,Garden,NA,$670 ,670,670,670,670,670,980+ sqft,980,2 Beds,2,1.5 Bath,1.5 ,Contact,80%,4
The Knolls,Apartment,NA,$790 ,790,790,790,790,790,1000+ sqft,1000,3 Beds,3,2 Bath,2 ,Contact,80%,4
Valerie Woods,Apartment,NA,From $435,From 435, 435, 435, 435,435,580+ sqft,580,1 Bed,1,1 Bath,1 ,Contact,70%,3.5
Valerie Woods,Apartment,NA,From $465,From 465, 465, 465, 465,465,710+ sqft,710,1 Bed,1,1 Bath,1 ,Contact,70%,3.5
Valerie Woods,Townhome,NA,From $555,From 555, 555, 555, 555,555,828+ sqft,828,2 Beds,2,1 Bath,1 ,Contact,70%,3.5
Valerie Woods,Apartment,NA,From $555,From 555, 555, 555, 555,555,828+ sqft,828,2 Beds,2,1 Bath,1 ,Contact,70%,3.5
Valerie Woods,Apartment,NA,From $585,From 585, 585, 585, 585,585,955+ sqft,955,2 Beds,2,1.5 Bath,1.5 ,Contact,70%,3.5
Valerie Woods,Apartment,NA,From $625,From 625, 625, 625, 625,625,1218+ sqft,1218,2 Beds,2,1.5 Bath,1.5 ,Contact,70%,3.5
Valerie Woods,Apartment,NA,From $675,From 675, 675, 675, 675,675,1071+ sqft,1071,3 Beds,3,1 Bath,1 ,Contact,70%,3.5
Valerie Woods,Apartment,NA,From $695,From 695, 695, 695, 695,695,1218+ sqft,1218,3 Beds,3,1.5 Bath,1.5 ,Contact,70%,3.5
Fairfield Lakes,Townhome,NA,"$1,100 ",1100,1100,1100,1100,1100,1120+ sqft,1120,2 Beds,2,1.5 Bath,1.5 ,2 Available,NA,NA
Fairfield Lakes,Townhome,NA,"$1,200–$1,499","1,200–1,499","1,200–1,499","1,200","1,499",1349.5,1360+ sqft,1360,3 Beds,3,2.5 Bath,2.5 ,2 Available,NA,NA
Centerville Park,The Ember 675 Sq Ft,S2001A,$669 ,669,669,669,669,669,675 sqft,675,1 Bed,1,1 Bath,1 ,Today,70%,3.5
Centerville Park,The Ember 722 Sq Ft,S2025D,$744 ,744,744,744,744,744,722 sqft,722,1 Bed,1,1 Bath,1 ,Today,70%,3.5
Centerville Park,The Ember 722 Sq Ft,S2037C,$669 ,669,669,669,669,669,722 sqft,722,1 Bed,1,1 Bath,1 ,Jun 10,70%,3.5
